Id,Country/Region,Lat,Long,Date,ConfirmedCases,Fatalities
115,Albania,41.1533,20.1683,12-02-2020,0,0
116,Albania,41.1533,20.1683,13-02-2020,0,0
117,Albania,41.1533,20.1683,14-02-2020,0,0
118,Albania,41.1533,20.1683,15-02-2020,0,0
119,Albania,41.1533,20.1683,16-02-2020,0,0
120,Albania,41.1533,20.1683,17-02-2020,0,0
121,Albania,41.1533,20.1683,18-02-2020,0,0
122,Albania,41.1533,20.1683,19-02-2020,0,0
123,Albania,41.1533,20.1683,20-02-2020,0,0
124,Albania,41.1533,20.1683,21-02-2020,0,0
125,Albania,41.1533,20.1683,22-02-2020,0,0
126,Albania,41.1533,20.1683,23-02-2020,0,0
127,Albania,41.1533,20.1683,24-02-2020,0,0
128,Albania,41.1533,20.1683,25-02-2020,0,0
129,Albania,41.1533,20.1683,26-02-2020,0,0
130,Albania,41.1533,20.1683,27-02-2020,0,0
131,Albania,41.1533,20.1683,28-02-2020,0,0
132,Albania,41.1533,20.1683,29-02-2020,0,0
133,Albania,41.1533,20.1683,01-03-2020,0,0
134,Albania,41.1533,20.1683,02-03-2020,0,0
135,Albania,41.1533,20.1683,03-03-2020,0,0
136,Albania,41.1533,20.1683,04-03-2020,0,0
137,Albania,41.1533,20.1683,05-03-2020,0,0
138,Albania,41.1533,20.1683,06-03-2020,0,0
139,Albania,41.1533,20.1683,07-03-2020,0,0
140,Albania,41.1533,20.1683,08-03-2020,0,0
141,Albania,41.1533,20.1683,09-03-2020,2,0
142,Albania,41.1533,20.1683,10-03-2020,10,0
143,Albania,41.1533,20.1683,11-03-2020,12,1
144,Albania,41.1533,20.1683,12-03-2020,23,1
145,Albania,41.1533,20.1683,13-03-2020,33,1
146,Albania,41.1533,20.1683,14-03-2020,38,1
147,Albania,41.1533,20.1683,15-03-2020,42,1
148,Albania,41.1533,20.1683,16-03-2020,51,1
149,Albania,41.1533,20.1683,17-03-2020,55,1
150,Albania,41.1533,20.1683,18-03-2020,59,2
151,Albania,41.1533,20.1683,19-03-2020,64,2
152,Albania,41.1533,20.1683,20-03-2020,70,2
153,Albania,41.1533,20.1683,21-03-2020,76,2
154,Albania,41.1533,20.1683,22-03-2020,89,2
155,Albania,41.1533,20.1683,23-03-2020,104,4
156,Albania,41.1533,20.1683,24-03-2020,123,5
187,Algeria,28.0339,1.6596,22-01-2020,0,0
188,Algeria,28.0339,1.6596,23-01-2020,0,0
189,Algeria,28.0339,1.6596,24-01-2020,0,0
190,Algeria,28.0339,1.6596,25-01-2020,0,0
191,Algeria,28.0339,1.6596,26-01-2020,0,0
192,Algeria,28.0339,1.6596,27-01-2020,0,0
193,Algeria,28.0339,1.6596,28-01-2020,0,0
194,Algeria,28.0339,1.6596,29-01-2020,0,0
195,Algeria,28.0339,1.6596,30-01-2020,0,0
196,Algeria,28.0339,1.6596,31-01-2020,0,0
197,Algeria,28.0339,1.6596,01-02-2020,0,0
198,Algeria,28.0339,1.6596,02-02-2020,0,0
199,Algeria,28.0339,1.6596,03-02-2020,0,0
200,Algeria,28.0339,1.6596,04-02-2020,0,0
201,Algeria,28.0339,1.6596,05-02-2020,0,0
202,Algeria,28.0339,1.6596,06-02-2020,0,0
203,Algeria,28.0339,1.6596,07-02-2020,0,0
204,Algeria,28.0339,1.6596,08-02-2020,0,0
205,Algeria,28.0339,1.6596,09-02-2020,0,0
206,Algeria,28.0339,1.6596,10-02-2020,0,0
207,Algeria,28.0339,1.6596,11-02-2020,0,0
208,Algeria,28.0339,1.6596,12-02-2020,0,0
209,Algeria,28.0339,1.6596,13-02-2020,0,0
210,Algeria,28.0339,1.6596,14-02-2020,0,0
211,Algeria,28.0339,1.6596,15-02-2020,0,0
212,Algeria,28.0339,1.6596,16-02-2020,0,0
213,Algeria,28.0339,1.6596,17-02-2020,0,0
214,Algeria,28.0339,1.6596,18-02-2020,0,0
215,Algeria,28.0339,1.6596,19-02-2020,0,0
216,Algeria,28.0339,1.6596,20-02-2020,0,0
217,Algeria,28.0339,1.6596,21-02-2020,0,0
218,Algeria,28.0339,1.6596,22-02-2020,0,0
219,Algeria,28.0339,1.6596,23-02-2020,0,0
220,Algeria,28.0339,1.6596,24-02-2020,0,0
221,Algeria,28.0339,1.6596,25-02-2020,1,0
222,Algeria,28.0339,1.6596,26-02-2020,1,0
223,Algeria,28.0339,1.6596,27-02-2020,1,0
224,Algeria,28.0339,1.6596,28-02-2020,1,0
225,Algeria,28.0339,1.6596,29-02-2020,1,0
226,Algeria,28.0339,1.6596,01-03-2020,1,0
227,Algeria,28.0339,1.6596,02-03-2020,3,0
228,Algeria,28.0339,1.6596,03-03-2020,5,0
229,Algeria,28.0339,1.6596,04-03-2020,12,0
230,Algeria,28.0339,1.6596,05-03-2020,12,0
231,Algeria,28.0339,1.6596,06-03-2020,17,0
232,Algeria,28.0339,1.6596,07-03-2020,17,0
233,Algeria,28.0339,1.6596,08-03-2020,19,0
234,Algeria,28.0339,1.6596,09-03-2020,20,0
235,Algeria,28.0339,1.6596,10-03-2020,20,0
236,Algeria,28.0339,1.6596,11-03-2020,20,0
237,Algeria,28.0339,1.6596,12-03-2020,24,1
238,Algeria,28.0339,1.6596,13-03-2020,26,2
239,Algeria,28.0339,1.6596,14-03-2020,37,3
240,Algeria,28.0339,1.6596,15-03-2020,48,4
241,Algeria,28.0339,1.6596,16-03-2020,54,4
242,Algeria,28.0339,1.6596,17-03-2020,60,4
243,Algeria,28.0339,1.6596,18-03-2020,74,7
244,Algeria,28.0339,1.6596,19-03-2020,87,9
245,Algeria,28.0339,1.6596,20-03-2020,90,11
246,Algeria,28.0339,1.6596,21-03-2020,139,15
247,Algeria,28.0339,1.6596,22-03-2020,201,17
248,Algeria,28.0339,1.6596,23-03-2020,230,17
249,Algeria,28.0339,1.6596,24-03-2020,264,19
280,Andorra,42.5063,1.5218,22-01-2020,0,0
281,Andorra,42.5063,1.5218,23-01-2020,0,0
282,Andorra,42.5063,1.5218,24-01-2020,0,0
283,Andorra,42.5063,1.5218,25-01-2020,0,0
284,Andorra,42.5063,1.5218,26-01-2020,0,0
285,Andorra,42.5063,1.5218,27-01-2020,0,0
286,Andorra,42.5063,1.5218,28-01-2020,0,0
287,Andorra,42.5063,1.5218,29-01-2020,0,0
288,Andorra,42.5063,1.5218,30-01-2020,0,0
289,Andorra,42.5063,1.5218,31-01-2020,0,0
290,Andorra,42.5063,1.5218,01-02-2020,0,0
291,Andorra,42.5063,1.5218,02-02-2020,0,0
292,Andorra,42.5063,1.5218,03-02-2020,0,0
293,Andorra,42.5063,1.5218,04-02-2020,0,0
294,Andorra,42.5063,1.5218,05-02-2020,0,0
295,Andorra,42.5063,1.5218,06-02-2020,0,0
296,Andorra,42.5063,1.5218,07-02-2020,0,0
297,Andorra,42.5063,1.5218,08-02-2020,0,0
298,Andorra,42.5063,1.5218,09-02-2020,0,0
299,Andorra,42.5063,1.5218,10-02-2020,0,0
300,Andorra,42.5063,1.5218,11-02-2020,0,0
301,Andorra,42.5063,1.5218,12-02-2020,0,0
302,Andorra,42.5063,1.5218,13-02-2020,0,0
303,Andorra,42.5063,1.5218,14-02-2020,0,0
304,Andorra,42.5063,1.5218,15-02-2020,0,0
305,Andorra,42.5063,1.5218,16-02-2020,0,0
306,Andorra,42.5063,1.5218,17-02-2020,0,0
307,Andorra,42.5063,1.5218,18-02-2020,0,0
308,Andorra,42.5063,1.5218,19-02-2020,0,0
309,Andorra,42.5063,1.5218,20-02-2020,0,0
310,Andorra,42.5063,1.5218,21-02-2020,0,0
311,Andorra,42.5063,1.5218,22-02-2020,0,0
312,Andorra,42.5063,1.5218,23-02-2020,0,0
313,Andorra,42.5063,1.5218,24-02-2020,0,0
314,Andorra,42.5063,1.5218,25-02-2020,0,0
315,Andorra,42.5063,1.5218,26-02-2020,0,0
316,Andorra,42.5063,1.5218,27-02-2020,0,0
317,Andorra,42.5063,1.5218,28-02-2020,0,0
318,Andorra,42.5063,1.5218,29-02-2020,0,0
319,Andorra,42.5063,1.5218,01-03-2020,0,0
320,Andorra,42.5063,1.5218,02-03-2020,1,0
321,Andorra,42.5063,1.5218,03-03-2020,1,0
322,Andorra,42.5063,1.5218,04-03-2020,1,0
323,Andorra,42.5063,1.5218,05-03-2020,1,0
324,Andorra,42.5063,1.5218,06-03-2020,1,0
325,Andorra,42.5063,1.5218,07-03-2020,1,0
326,Andorra,42.5063,1.5218,08-03-2020,1,0
327,Andorra,42.5063,1.5218,09-03-2020,1,0
328,Andorra,42.5063,1.5218,10-03-2020,1,0
329,Andorra,42.5063,1.5218,11-03-2020,1,0
330,Andorra,42.5063,1.5218,12-03-2020,1,0
331,Andorra,42.5063,1.5218,13-03-2020,1,0
332,Andorra,42.5063,1.5218,14-03-2020,1,0
333,Andorra,42.5063,1.5218,15-03-2020,1,0
334,Andorra,42.5063,1.5218,16-03-2020,2,0
335,Andorra,42.5063,1.5218,17-03-2020,39,0
336,Andorra,42.5063,1.5218,18-03-2020,39,0
337,Andorra,42.5063,1.5218,19-03-2020,53,0
338,Andorra,42.5063,1.5218,20-03-2020,75,0
339,Andorra,42.5063,1.5218,21-03-2020,88,0
340,Andorra,42.5063,1.5218,22-03-2020,113,1
341,Andorra,42.5063,1.5218,23-03-2020,133,1
342,Andorra,42.5063,1.5218,24-03-2020,164,1
373,Antigua and Barbuda,17.0608,-61.7964,22-01-2020,0,0
374,Antigua and Barbuda,17.0608,-61.7964,23-01-2020,0,0
375,Antigua and Barbuda,17.0608,-61.7964,24-01-2020,0,0
376,Antigua and Barbuda,17.0608,-61.7964,25-01-2020,0,0
377,Antigua and Barbuda,17.0608,-61.7964,26-01-2020,0,0
378,Antigua and Barbuda,17.0608,-61.7964,27-01-2020,0,0
379,Antigua and Barbuda,17.0608,-61.7964,28-01-2020,0,0
380,Antigua and Barbuda,17.0608,-61.7964,29-01-2020,0,0
381,Antigua and Barbuda,17.0608,-61.7964,30-01-2020,0,0
382,Antigua and Barbuda,17.0608,-61.7964,31-01-2020,0,0
383,Antigua and Barbuda,17.0608,-61.7964,01-02-2020,0,0
384,Antigua and Barbuda,17.0608,-61.7964,02-02-2020,0,0
385,Antigua and Barbuda,17.0608,-61.7964,03-02-2020,0,0
386,Antigua and Barbuda,17.0608,-61.7964,04-02-2020,0,0
387,Antigua and Barbuda,17.0608,-61.7964,05-02-2020,0,0
388,Antigua and Barbuda,17.0608,-61.7964,06-02-2020,0,0
389,Antigua and Barbuda,17.0608,-61.7964,07-02-2020,0,0
390,Antigua and Barbuda,17.0608,-61.7964,08-02-2020,0,0
391,Antigua and Barbuda,17.0608,-61.7964,09-02-2020,0,0
392,Antigua and Barbuda,17.0608,-61.7964,10-02-2020,0,0
393,Antigua and Barbuda,17.0608,-61.7964,11-02-2020,0,0
394,Antigua and Barbuda,17.0608,-61.7964,12-02-2020,0,0
395,Antigua and Barbuda,17.0608,-61.7964,13-02-2020,0,0
396,Antigua and Barbuda,17.0608,-61.7964,14-02-2020,0,0
397,Antigua and Barbuda,17.0608,-61.7964,15-02-2020,0,0
398,Antigua and Barbuda,17.0608,-61.7964,16-02-2020,0,0
399,Antigua and Barbuda,17.0608,-61.7964,17-02-2020,0,0
400,Antigua and Barbuda,17.0608,-61.7964,18-02-2020,0,0
401,Antigua and Barbuda,17.0608,-61.7964,19-02-2020,0,0
402,Antigua and Barbuda,17.0608,-61.7964,20-02-2020,0,0
403,Antigua and Barbuda,17.0608,-61.7964,21-02-2020,0,0
404,Antigua and Barbuda,17.0608,-61.7964,22-02-2020,0,0
405,Antigua and Barbuda,17.0608,-61.7964,23-02-2020,0,0
406,Antigua and Barbuda,17.0608,-61.7964,24-02-2020,0,0
407,Antigua and Barbuda,17.0608,-61.7964,25-02-2020,0,0
408,Antigua and Barbuda,17.0608,-61.7964,26-02-2020,0,0
409,Antigua and Barbuda,17.0608,-61.7964,27-02-2020,0,0
410,Antigua and Barbuda,17.0608,-61.7964,28-02-2020,0,0
411,Antigua and Barbuda,17.0608,-61.7964,29-02-2020,0,0
412,Antigua and Barbuda,17.0608,-61.7964,01-03-2020,0,0
413,Antigua and Barbuda,17.0608,-61.7964,02-03-2020,0,0
414,Antigua and Barbuda,17.0608,-61.7964,03-03-2020,0,0
415,Antigua and Barbuda,17.0608,-61.7964,04-03-2020,0,0
416,Antigua and Barbuda,17.0608,-61.7964,05-03-2020,0,0
417,Antigua and Barbuda,17.0608,-61.7964,06-03-2020,0,0
418,Antigua and Barbuda,17.0608,-61.7964,07-03-2020,0,0
419,Antigua and Barbuda,17.0608,-61.7964,08-03-2020,0,0
420,Antigua and Barbuda,17.0608,-61.7964,09-03-2020,0,0
421,Antigua and Barbuda,17.0608,-61.7964,10-03-2020,0,0
422,Antigua and Barbuda,17.0608,-61.7964,11-03-2020,0,0
423,Antigua and Barbuda,17.0608,-61.7964,12-03-2020,0,0
424,Antigua and Barbuda,17.0608,-61.7964,13-03-2020,1,0
425,Antigua and Barbuda,17.0608,-61.7964,14-03-2020,1,0
426,Antigua and Barbuda,17.0608,-61.7964,15-03-2020,1,0
427,Antigua and Barbuda,17.0608,-61.7964,16-03-2020,1,0
428,Antigua and Barbuda,17.0608,-61.7964,17-03-2020,1,0
429,Antigua and Barbuda,17.0608,-61.7964,18-03-2020,1,0
430,Antigua and Barbuda,17.0608,-61.7964,19-03-2020,1,0
431,Antigua and Barbuda,17.0608,-61.7964,20-03-2020,1,0
432,Antigua and Barbuda,17.0608,-61.7964,21-03-2020,1,0
433,Antigua and Barbuda,17.0608,-61.7964,22-03-2020,1,0
434,Antigua and Barbuda,17.0608,-61.7964,23-03-2020,3,0
435,Antigua and Barbuda,17.0608,-61.7964,24-03-2020,3,0
466,Argentina,-38.4161,-63.6167,22-01-2020,0,0
467,Argentina,-38.4161,-63.6167,23-01-2020,0,0
468,Argentina,-38.4161,-63.6167,24-01-2020,0,0
469,Argentina,-38.4161,-63.6167,25-01-2020,0,0
470,Argentina,-38.4161,-63.6167,26-01-2020,0,0
471,Argentina,-38.4161,-63.6167,27-01-2020,0,0
472,Argentina,-38.4161,-63.6167,28-01-2020,0,0
473,Argentina,-38.4161,-63.6167,29-01-2020,0,0
474,Argentina,-38.4161,-63.6167,30-01-2020,0,0
475,Argentina,-38.4161,-63.6167,31-01-2020,0,0
476,Argentina,-38.4161,-63.6167,01-02-2020,0,0
477,Argentina,-38.4161,-63.6167,02-02-2020,0,0
478,Argentina,-38.4161,-63.6167,03-02-2020,0,0
479,Argentina,-38.4161,-63.6167,04-02-2020,0,0
480,Argentina,-38.4161,-63.6167,05-02-2020,0,0
481,Argentina,-38.4161,-63.6167,06-02-2020,0,0
482,Argentina,-38.4161,-63.6167,07-02-2020,0,0
483,Argentina,-38.4161,-63.6167,08-02-2020,0,0
484,Argentina,-38.4161,-63.6167,09-02-2020,0,0
485,Argentina,-38.4161,-63.6167,10-02-2020,0,0
486,Argentina,-38.4161,-63.6167,11-02-2020,0,0
487,Argentina,-38.4161,-63.6167,12-02-2020,0,0
488,Argentina,-38.4161,-63.6167,13-02-2020,0,0
489,Argentina,-38.4161,-63.6167,14-02-2020,0,0
490,Argentina,-38.4161,-63.6167,15-02-2020,0,0
491,Argentina,-38.4161,-63.6167,16-02-2020,0,0
492,Argentina,-38.4161,-63.6167,17-02-2020,0,0
493,Argentina,-38.4161,-63.6167,18-02-2020,0,0
494,Argentina,-38.4161,-63.6167,19-02-2020,0,0
495,Argentina,-38.4161,-63.6167,20-02-2020,0,0
496,Argentina,-38.4161,-63.6167,21-02-2020,0,0
497,Argentina,-38.4161,-63.6167,22-02-2020,0,0
498,Argentina,-38.4161,-63.6167,23-02-2020,0,0
499,Argentina,-38.4161,-63.6167,24-02-2020,0,0
500,Argentina,-38.4161,-63.6167,25-02-2020,0,0
501,Argentina,-38.4161,-63.6167,26-02-2020,0,0
502,Argentina,-38.4161,-63.6167,27-02-2020,0,0
503,Argentina,-38.4161,-63.6167,28-02-2020,0,0
504,Argentina,-38.4161,-63.6167,29-02-2020,0,0
505,Argentina,-38.4161,-63.6167,01-03-2020,0,0
506,Argentina,-38.4161,-63.6167,02-03-2020,0,0
507,Argentina,-38.4161,-63.6167,03-03-2020,1,0
508,Argentina,-38.4161,-63.6167,04-03-2020,1,0
509,Argentina,-38.4161,-63.6167,05-03-2020,1,0
510,Argentina,-38.4161,-63.6167,06-03-2020,2,0
511,Argentina,-38.4161,-63.6167,07-03-2020,8,0
512,Argentina,-38.4161,-63.6167,08-03-2020,12,1
513,Argentina,-38.4161,-63.6167,09-03-2020,12,1
514,Argentina,-38.4161,-63.6167,10-03-2020,17,1
515,Argentina,-38.4161,-63.6167,11-03-2020,19,1
516,Argentina,-38.4161,-63.6167,12-03-2020,19,1
517,Argentina,-38.4161,-63.6167,13-03-2020,31,2
518,Argentina,-38.4161,-63.6167,14-03-2020,34,2
519,Argentina,-38.4161,-63.6167,15-03-2020,45,2
520,Argentina,-38.4161,-63.6167,16-03-2020,56,2
521,Argentina,-38.4161,-63.6167,17-03-2020,68,2
522,Argentina,-38.4161,-63.6167,18-03-2020,79,2
523,Argentina,-38.4161,-63.6167,19-03-2020,97,3
524,Argentina,-38.4161,-63.6167,20-03-2020,128,3
525,Argentina,-38.4161,-63.6167,21-03-2020,158,4
526,Argentina,-38.4161,-63.6167,22-03-2020,225,4
527,Argentina,-38.4161,-63.6167,23-03-2020,266,4
528,Argentina,-38.4161,-63.6167,24-03-2020,387,6
559,Armenia,40.0691,45.0382,22-01-2020,0,0
560,Armenia,40.0691,45.0382,23-01-2020,0,0
561,Armenia,40.0691,45.0382,24-01-2020,0,0
562,Armenia,40.0691,45.0382,25-01-2020,0,0
563,Armenia,40.0691,45.0382,26-01-2020,0,0
564,Armenia,40.0691,45.0382,27-01-2020,0,0
565,Armenia,40.0691,45.0382,28-01-2020,0,0
566,Armenia,40.0691,45.0382,29-01-2020,0,0
567,Armenia,40.0691,45.0382,30-01-2020,0,0
568,Armenia,40.0691,45.0382,31-01-2020,0,0
569,Armenia,40.0691,45.0382,01-02-2020,0,0
570,Armenia,40.0691,45.0382,02-02-2020,0,0
571,Armenia,40.0691,45.0382,03-02-2020,0,0
572,Armenia,40.0691,45.0382,04-02-2020,0,0
573,Armenia,40.0691,45.0382,05-02-2020,0,0
574,Armenia,40.0691,45.0382,06-02-2020,0,0
575,Armenia,40.0691,45.0382,07-02-2020,0,0
576,Armenia,40.0691,45.0382,08-02-2020,0,0
577,Armenia,40.0691,45.0382,09-02-2020,0,0
578,Armenia,40.0691,45.0382,10-02-2020,0,0
579,Armenia,40.0691,45.0382,11-02-2020,0,0
580,Armenia,40.0691,45.0382,12-02-2020,0,0
581,Armenia,40.0691,45.0382,13-02-2020,0,0
582,Armenia,40.0691,45.0382,14-02-2020,0,0
583,Armenia,40.0691,45.0382,15-02-2020,0,0
584,Armenia,40.0691,45.0382,16-02-2020,0,0
585,Armenia,40.0691,45.0382,17-02-2020,0,0
586,Armenia,40.0691,45.0382,18-02-2020,0,0
587,Armenia,40.0691,45.0382,19-02-2020,0,0
588,Armenia,40.0691,45.0382,20-02-2020,0,0
589,Armenia,40.0691,45.0382,21-02-2020,0,0
590,Armenia,40.0691,45.0382,22-02-2020,0,0
591,Armenia,40.0691,45.0382,23-02-2020,0,0
592,Armenia,40.0691,45.0382,24-02-2020,0,0
593,Armenia,40.0691,45.0382,25-02-2020,0,0
594,Armenia,40.0691,45.0382,26-02-2020,0,0
595,Armenia,40.0691,45.0382,27-02-2020,0,0
596,Armenia,40.0691,45.0382,28-02-2020,0,0
597,Armenia,40.0691,45.0382,29-02-2020,0,0
598,Armenia,40.0691,45.0382,01-03-2020,1,0
599,Armenia,40.0691,45.0382,02-03-2020,1,0
600,Armenia,40.0691,45.0382,03-03-2020,1,0
601,Armenia,40.0691,45.0382,04-03-2020,1,0
602,Armenia,40.0691,45.0382,05-03-2020,1,0
603,Armenia,40.0691,45.0382,06-03-2020,1,0
604,Armenia,40.0691,45.0382,07-03-2020,1,0
605,Armenia,40.0691,45.0382,08-03-2020,1,0
606,Armenia,40.0691,45.0382,09-03-2020,1,0
607,Armenia,40.0691,45.0382,10-03-2020,1,0
608,Armenia,40.0691,45.0382,11-03-2020,1,0
609,Armenia,40.0691,45.0382,12-03-2020,4,0
610,Armenia,40.0691,45.0382,13-03-2020,8,0
611,Armenia,40.0691,45.0382,14-03-2020,18,0
612,Armenia,40.0691,45.0382,15-03-2020,26,0
613,Armenia,40.0691,45.0382,16-03-2020,52,0
614,Armenia,40.0691,45.0382,17-03-2020,78,0
615,Armenia,40.0691,45.0382,18-03-2020,84,0
616,Armenia,40.0691,45.0382,19-03-2020,115,0
617,Armenia,40.0691,45.0382,20-03-2020,136,0
618,Armenia,40.0691,45.0382,21-03-2020,160,0
619,Armenia,40.0691,45.0382,22-03-2020,194,0
620,Armenia,40.0691,45.0382,23-03-2020,235,0
621,Armenia,40.0691,45.0382,24-03-2020,249,0
652,Aruba,12.5211,-69.9683,22-01-2020,0,0
653,Aruba,12.5211,-69.9683,23-01-2020,0,0
654,Aruba,12.5211,-69.9683,24-01-2020,0,0
655,Aruba,12.5211,-69.9683,25-01-2020,0,0
656,Aruba,12.5211,-69.9683,26-01-2020,0,0
657,Aruba,12.5211,-69.9683,27-01-2020,0,0
658,Aruba,12.5211,-69.9683,28-01-2020,0,0
659,Aruba,12.5211,-69.9683,29-01-2020,0,0
660,Aruba,12.5211,-69.9683,30-01-2020,0,0
661,Aruba,12.5211,-69.9683,31-01-2020,0,0
662,Aruba,12.5211,-69.9683,01-02-2020,0,0
663,Aruba,12.5211,-69.9683,02-02-2020,0,0
664,Aruba,12.5211,-69.9683,03-02-2020,0,0
665,Aruba,12.5211,-69.9683,04-02-2020,0,0
666,Aruba,12.5211,-69.9683,05-02-2020,0,0
667,Aruba,12.5211,-69.9683,06-02-2020,0,0
668,Aruba,12.5211,-69.9683,07-02-2020,0,0
669,Aruba,12.5211,-69.9683,08-02-2020,0,0
670,Aruba,12.5211,-69.9683,09-02-2020,0,0
671,Aruba,12.5211,-69.9683,10-02-2020,0,0
672,Aruba,12.5211,-69.9683,11-02-2020,0,0
673,Aruba,12.5211,-69.9683,12-02-2020,0,0
674,Aruba,12.5211,-69.9683,13-02-2020,0,0
675,Aruba,12.5211,-69.9683,14-02-2020,0,0
676,Aruba,12.5211,-69.9683,15-02-2020,0,0
677,Aruba,12.5211,-69.9683,16-02-2020,0,0
678,Aruba,12.5211,-69.9683,17-02-2020,0,0
679,Aruba,12.5211,-69.9683,18-02-2020,0,0
680,Aruba,12.5211,-69.9683,19-02-2020,0,0
681,Aruba,12.5211,-69.9683,20-02-2020,0,0
682,Aruba,12.5211,-69.9683,21-02-2020,0,0
683,Aruba,12.5211,-69.9683,22-02-2020,0,0
684,Aruba,12.5211,-69.9683,23-02-2020,0,0
685,Aruba,12.5211,-69.9683,24-02-2020,0,0
686,Aruba,12.5211,-69.9683,25-02-2020,0,0
687,Aruba,12.5211,-69.9683,26-02-2020,0,0
688,Aruba,12.5211,-69.9683,27-02-2020,0,0
689,Aruba,12.5211,-69.9683,28-02-2020,0,0
690,Aruba,12.5211,-69.9683,29-02-2020,0,0
691,Aruba,12.5211,-69.9683,01-03-2020,0,0
692,Aruba,12.5211,-69.9683,02-03-2020,0,0
693,Aruba,12.5211,-69.9683,03-03-2020,0,0
694,Aruba,12.5211,-69.9683,04-03-2020,0,0
695,Aruba,12.5211,-69.9683,05-03-2020,0,0
696,Aruba,12.5211,-69.9683,06-03-2020,0,0
